,SVid,ContellationType,TDoA_[ms],Pseudoranges_[m]
2643,30,1,70.665,21184890
2644,2,6,93.966,28170202
2645,3,6,83.35,24987648
2646,5,6,79.498,23832832
2647,9,6,82.756,24809714
2648,24,6,73.899,22154434
2649,25,6,81.16,24331016
2650,31,6,92.175,27633367
2651,6,3,594018066.108,178082136134923
2652,18,3,594018077.083,178082139425106
2653,9,3,594018077.219,178082139465907
2654,16,3,594018066.265,178082136182061
2655,15,3,594018072.051,178082137916501
2656,5,3,594018071.645,178082137794731
2657,17,3,594018074.816,178082138745392
2658,7,3,594018075.266,178082138880361
2659,4,1,81.219,24348825
2660,5,1,78.366,23493480
2661,8,1,74.032,22194248
2662,9,1,72.486,21730692
2663,11,1,81.717,24498093
2664,13,1,82.705,24794268
2665,23,1,78.84,23635640
2666,27,1,80.232,24052889
2667,28,1,72.332,21684678
2668,30,1,70.664,21184601
2669,2,6,93.964,28169753
2670,3,6,83.349,24987359
2671,5,6,79.499,23833073
2672,9,6,82.758,24810284
2673,24,6,73.9,22154662
2674,25,6,81.159,24330818
2675,31,6,92.176,27633814
2676,6,3,594018066.108,178082136134932
2677,18,3,594018077.081,178082139424446
2678,9,3,594018077.217,178082139465418
2679,16,3,594018066.265,178082136182062
2680,15,3,594018072.052,178082137917020
2681,5,3,594018071.647,178082137795479
2682,17,3,594018074.815,178082138745214
2683,7,3,594018075.264,178082138879720
2684,4,1,81.221,24349492
2685,5,1,78.366,23493527
2686,8,1,74.032,22194368
2687,9,1,72.488,21731209
2688,11,1,81.716,24497723
2689,13,1,82.703,24793602
2690,23,1,78.842,23636303
2691,27,1,80.233,24053332
2692,28,1,72.331,21684262
2693,30,1,70.663,21184308
2694,2,6,93.963,28169342
2695,3,6,83.348,24987048
2696,5,6,79.499,23833309
2697,9,6,82.76,24810856
2698,24,6,73.901,22154899
2699,25,6,81.158,24330623
2700,31,6,92.178,27634268
2701,6,3,594018066.108,178082136134928
2702,18,3,594018077.078,178082139423784
2703,9,3,594018077.216,178082139464921
2704,16,3,594018066.265,178082136182059
2705,15,3,594018072.054,178082137917491
2706,5,3,594018071.65,178082137796243
2707,17,3,594018074.814,178082138744967
2708,7,3,594018075.262,178082138879088
2709,4,1,81.223,24350168
2710,5,1,78.366,23493581
2711,7,1,69.476,20828386
2712,8,1,74.033,22194492
2713,9,1,72.489,21731743
2714,11,1,81.714,24497293
2715,13,1,82.7,24792904
2716,23,1,78.844,23636956
2717,27,1,80.235,24053773
2718,28,1,72.33,21683848
2719,30,1,70.662,21184028
2720,2,6,93.961,28168914
2721,3,6,83.347,24986784
2722,5,6,79.5,23833554
2723,9,6,82.762,24811428
2724,24,6,73.902,22155123
2725,25,6,81.158,24330424
2726,31,6,92.179,27634716
2727,6,3,594018066.108,178082136134961
2728,18,3,594018077.076,178082139423136
2729,9,3,594018077.214,178082139464431
2730,16,3,594018066.265,178082136182085
2731,15,3,594018072.055,178082137917860
2732,5,3,594018071.652,178082137796988
2733,17,3,594018074.813,178082138744748
2734,7,3,594018075.259,178082138878452
2735,4,1,81.226,24350842
2736,5,1,78.366,23493622
2737,7,1,69.476,20828392
2738,8,1,74.033,22194624
2739,9,1,72.491,21732259
2740,11,1,81.713,24496863
2741,13,1,82.698,24792225
2742,23,1,78.847,23637610
2743,27,1,80.236,24054232
2744,28,1,72.328,21683423
2745,30,1,70.661,21183711
2746,2,6,93.96,28168476
2747,3,6,83.346,24986473
2748,5,6,79.501,23833790
2749,9,6,82.764,24811992
2750,24,6,73.902,22155359
2751,25,6,81.157,24330237
2752,31,6,92.181,27635170
2753,6,3,594018066.108,178082136134919
2754,18,3,594018077.074,178082139422448
2755,9,3,594018077.212,178082139463940
2756,16,3,594018066.265,178082136182082
2757,15,3,594018072.057,178082137918363
2758,5,3,594018071.655,178082137797740
2759,17,3,594018074.813,178082138744538
2760,7,3,594018075.258,178082138877878
2761,4,1,81.228,24351535
2762,5,1,78.366,23493672
2763,7,1,69.476,20828364
2764,8,1,74.034,22194749
2765,9,1,72.493,21732775
2766,11,1,81.711,24496346
2767,13,1,82.696,24791596
2768,23,1,78.849,23638270
2769,27,1,80.238,24054710
2770,28,1,72.327,21683013
2771,30,1,70.66,21183464
2772,2,6,93.959,28168051
2773,3,6,83.345,24986170
2774,5,6,79.502,23834032
2775,9,6,82.766,24812559
2776,24,6,73.903,22155593
2777,25,6,81.156,24330099
2778,31,6,92.183,27635621
2779,6,3,594018066.108,178082136134964
2780,18,3,594018077.072,178082139421720
2781,9,3,594018077.211,178082139463430
2782,16,3,594018066.265,178082136182007
2783,15,3,594018072.059,178082137918861
2784,5,3,594018071.657,178082137798473
2785,17,3,594018074.812,178082138744314
2786,7,3,594018075.255,178082138877157
2787,4,1,81.23,24352210
2788,5,1,78.367,23493754
2789,7,1,69.476,20828381
2790,8,1,74.034,22194872
2791,9,1,72.494,21733288
2792,11,1,81.71,24495905
2793,13,1,82.694,24790924
2794,23,1,78.851,23638934
2795,27,1,80.239,24055175
2796,28,1,72.325,21682598
2797,30,1,70.659,21183180
2798,2,6,93.957,28167599
2799,3,6,83.344,24985887
2800,5,6,79.503,23834272
2801,9,6,82.768,24813138
2802,24,6,73.904,22155812
2803,25,6,81.156,24329839
2804,31,6,92.184,27636076
2805,6,3,594018066.108,178082136134992
2806,18,3,594018077.069,178082139421052
2807,9,3,594018077.209,178082139462949
2808,16,3,594018066.265,178082136182006
2809,15,3,594018072.06,178082137919363
2810,5,3,594018071.66,178082137799227
2811,17,3,594018074.811,178082138744095
2812,7,3,594018075.253,178082138876506
2813,4,1,81.232,24352881
2814,5,1,78.367,23493792
2815,7,1,69.476,20828371
2816,8,1,74.035,22195002
2817,9,1,72.496,21733809
2818,11,1,81.708,24495512
2819,13,1,82.691,24790251
2820,23,1,78.853,23639592
2821,27,1,80.241,24055629
2822,28,1,72.324,21682178
2823,30,1,70.659,21182915
2824,2,6,93.955,28167126
2825,3,6,83.343,24985591
2826,5,6,79.503,23834534
2827,9,6,82.77,24813699
2828,12,6,87.321,26178170
2829,24,6,73.905,22156047
2830,25,6,81.155,24329646
2831,31,6,92.186,27636529
2832,6,3,594018066.108,178082136135005
2833,18,3,594018077.067,178082139420397
2834,9,3,594018077.208,178082139462489
2835,16,3,594018066.265,178082136182107
2836,15,3,594018072.062,178082137919820
2837,5,3,594018071.662,178082137799987
2838,17,3,594018074.811,178082138743880
2839,7,3,594018075.251,178082138875867
2840,4,1,81.235,24353552
2841,5,1,78.367,23493840
2842,7,1,69.476,20828385
2843,8,1,74.035,22195131
2844,9,1,72.498,21734344
2845,11,1,81.707,24495076
2846,13,1,82.689,24789528
2847,23,1,78.855,23640258
2848,27,1,80.243,24056101
2849,28,1,72.323,21681755
2850,30,1,70.658,21182650
2851,2,6,93.954,28166717
2852,3,6,83.342,24985302
2853,5,6,79.504,23834774
2854,9,6,82.772,24814272
2855,12,6,87.32,26177742
2856,24,6,73.905,22156278
2857,25,6,81.154,24329452
2858,31,6,92.187,27636979
2859,6,3,594018066.108,178082136135020
2860,18,3,594018077.065,178082139419710
2861,9,3,594018077.206,178082139461972
2862,16,3,594018066.265,178082136182041
2863,15,3,594018072.063,178082137920284
2864,5,3,594018071.665,178082137800725
2865,17,3,594018074.81,178082138743659
2866,7,3,594018075.249,178082138875207
2867,4,1,81.237,24354203
2868,5,1,78.367,23493909
2869,7,1,69.476,20828379
2870,8,1,74.035,22195259
2871,9,1,72.5,21734866
2872,11,1,81.705,24494654
2873,13,1,82.687,24788879
2874,23,1,78.858,23640902
2875,27,1,80.244,24056552
2876,28,1,72.321,21681335
2877,30,1,70.657,21182404
2878,2,6,93.953,28166277
2879,3,6,83.341,24985013
2880,5,6,79.505,23835009
2881,9,6,82.773,24814833
2882,12,6,87.318,26177330
2883,24,6,73.906,22156511
2884,25,6,81.154,24329253
2885,31,6,92.189,27637429
2886,6,3,594018066.108,178082136135012
2887,18,3,594018077.063,178082139419093
2888,9,3,594018077.204,178082139461487
2889,16,3,594018066.265,178082136182050
2890,15,3,594018072.065,178082137920758
2891,5,3,594018071.667,178082137801487
2892,17,3,594018074.809,178082138743444
2893,7,3,594018075.247,178082138874577
2894,4,1,81.239,24354928
2895,5,1,78.367,23493946
2896,7,1,69.476,20828358
2897,8,1,74.036,22195385
2898,9,1,72.501,21735385
2899,11,1,81.704,24494227
2900,13,1,82.685,24788224
2901,23,1,78.86,23641562
2902,27,1,80.246,24057020
2903,28,1,72.32,21680919
2904,30,1,70.656,21182112
2905,2,6,93.951,28165843
2906,3,6,83.34,24984723
2907,5,6,79.506,23835224
2908,9,6,82.775,24815404
2909,12,6,87.317,26176926
2910,24,6,73.907,22156743
2911,25,6,81.153,24329011
2912,31,6,92.19,27637880
2913,6,3,594018066.108,178082136135041
2914,18,3,594018077.061,178082139418426
2915,9,3,594018077.203,178082139460987
2916,16,3,594018066.265,178082136182115
2917,15,3,594018072.067,178082137921237
2918,5,3,594018071.67,178082137802220
2919,17,3,594018074.808,178082138743229
2920,7,3,594018075.244,178082138873937
2921,4,1,81.241,24355576
2922,5,1,78.368,23493990
2923,7,1,69.476,20828385
2924,8,1,74.036,22195513
2925,9,1,72.503,21735905
2926,11,1,81.703,24493797
2927,13,1,82.682,24787548
2928,23,1,78.862,23642216
2929,27,1,80.247,24057480
2930,28,1,72.318,21680495
2931,30,1,70.655,21181856
2932,2,6,93.95,28165404
2933,3,6,83.339,24984434
2934,5,6,79.507,23835470
2935,9,6,82.777,24815973
2936,12,6,87.315,26176513
2937,24,6,73.908,22156965
2938,25,6,81.152,24328812
2939,31,6,92.192,27638328
2940,6,3,594018066.108,178082136135041
2941,18,3,594018077.058,178082139417767
2942,9,3,594018077.201,178082139460461
2943,16,3,594018066.265,178082136182040
2944,15,3,594018072.068,178082137921699
2945,5,3,594018071.672,178082137802968
2946,17,3,594018074.808,178082138742999
2947,7,3,594018075.242,178082138873282
2948,4,1,81.244,24356253
2949,5,1,78.368,23494021
2950,7,1,69.476,20828381
2951,8,1,74.037,22195635
2952,9,1,72.505,21736416
2953,11,1,81.701,24493334
2954,13,1,82.68,24786843
2955,23,1,78.864,23642892
2956,27,1,80.249,24057928
2957,28,1,72.317,21680052
2958,30,1,70.654,21181551
2959,2,6,93.948,28164951
2960,3,6,83.338,24984143
2961,5,6,79.507,23835707
2962,9,6,82.779,24816532
2963,12,6,87.314,26176096
2964,24,6,73.908,22157181
2965,25,6,81.151,24328605
2966,31,6,92.193,27638775
2967,6,3,594018066.108,178082136135055
2968,18,3,594018077.056,178082139417078
2969,9,3,594018077.199,178082139459958
2970,16,3,594018066.265,178082136182026
2971,15,3,594018072.07,178082137922151
2972,5,3,594018071.674,178082137803700
2973,17,3,594018074.807,178082138742765
2974,7,3,594018075.24,178082138872612
2975,4,1,81.246,24356894
2976,5,1,78.368,23494053
2977,7,1,69.476,20828395
2978,8,1,74.037,22195750
2979,9,1,72.507,21736928
2980,11,1,81.7,24492897
2981,13,1,82.678,24786153
2982,23,1,78.866,23643516
2983,27,1,80.25,24058381
2984,28,1,72.315,21679623
2985,30,1,70.653,21181270
2986,2,6,93.947,28164511
2987,3,6,83.337,24983833
2988,5,6,79.508,23835959
2989,9,6,82.781,24817091
2990,12,6,87.313,26175675
2991,24,6,73.909,22157413
2992,25,6,81.151,24328397
2993,31,6,92.194,27639214
2994,6,3,594018066.109,178082136135181
2995,18,3,594018077.054,178082139416548
2996,9,3,594018077.198,178082139459608
2997,16,3,594018066.266,178082136182166
2998,15,3,594018072.072,178082137922771
2999,5,3,594018071.677,178082137804600
3000,17,3,594018074.807,178082138742703
3001,7,3,594018075.238,178082138872114
3002,4,1,81.249,24357723
3003,5,1,78.368,23494236
3004,8,1,74.038,22196018
3005,9,1,72.509,21737596
3006,11,1,81.699,24492617
3007,13,1,82.676,24785622
3008,23,1,78.869,23644305
3009,27,1,80.252,24058989
3010,28,1,72.315,21679344
3011,30,1,70.653,21181142
3012,2,6,93.946,28164215
3013,3,6,83.337,24983686
3014,5,6,79.509,23836329
3015,9,6,82.783,24817802
3016,12,6,87.312,26175401
3017,24,6,73.91,22157777
3018,25,6,81.151,24328333
3019,31,6,92.196,27639806
3020,6,3,594018066.109,178082136135230
3021,18,3,594018077.052,178082139415912
3022,9,3,594018077.196,178082139459130
3023,16,3,594018066.266,178082136182142
3024,15,3,594018072.073,178082137923246
3025,5,3,594018071.68,178082137805347
3026,17,3,594018074.806,178082138742477
3027,7,3,594018075.236,178082138871467
3028,4,1,81.251,24358380
3029,5,1,78.369,23494299
3030,8,1,74.038,22196145
3031,9,1,72.511,21738103
3032,11,1,81.697,24492156
3033,13,1,82.674,24784940
3034,23,1,78.871,23644961
3035,27,1,80.254,24059443
3036,28,1,72.313,21678924
3037,30,1,70.652,21180855
3038,2,6,93.944,28163774
3039,3,6,83.336,24983392
3040,5,6,79.51,23836575
3041,9,6,82.785,24818371
3042,12,6,87.31,26174970
3043,24,6,73.911,22158005
3044,25,6,81.15,24328127
3045,31,6,92.198,27640248
3046,6,3,594018066.109,178082136135185
3047,18,3,594018077.05,178082139415214
3048,9,3,594018077.195,178082139458605
3049,16,3,594018066.265,178082136182122
3050,15,3,594018072.075,178082137923708
3051,5,3,594018071.682,178082137806082
3052,17,3,594018074.805,178082138742241
3053,7,3,594018075.234,178082138870808
3054,4,1,81.253,24359068
3055,5,1,78.369,23494331
3056,7,1,69.476,20828523
3057,8,1,74.039,22196265
3058,9,1,72.512,21738624
3059,11,1,81.696,24491732
3060,13,1,82.671,24784267
3061,23,1,78.873,23645614
3062,27,1,80.255,24059900
3063,28,1,72.312,21678497
3064,30,1,70.651,21180580
3065,2,6,93.943,28163317
3066,3,6,83.335,24983101
3067,5,6,79.511,23836792
3068,9,6,82.787,24818938
3069,12,6,87.309,26174544
3070,24,6,73.912,22158240
3071,25,6,81.149,24327923
3072,31,6,92.199,27640693
3073,6,3,594018066.109,178082136135227
3074,18,3,594018077.048,178082139414550
3075,9,3,594018077.193,178082139458095
3076,16,3,594018066.266,178082136182146
3077,15,3,594018072.076,178082137924176
3078,5,3,594018071.685,178082137806833
3079,17,3,594018074.804,178082138742026
3080,7,3,594018075.232,178082138870164
3081,4,1,81.255,24359725
3082,5,1,78.369,23494370
3083,7,1,69.476,20828518
3084,8,1,74.039,22196390
3085,9,1,72.514,21739140
3086,11,1,81.694,24491292
3087,13,1,82.669,24783572
3088,23,1,78.875,23646271
3089,27,1,80.257,24060356
3090,28,1,72.31,21678073
3091,30,1,70.65,21180305
3092,2,6,93.941,28162865
3093,3,6,83.334,24982800
3094,5,6,79.512,23837028
3095,9,6,82.789,24819468
3096,12,6,87.308,26174138
3097,24,6,73.913,22158455
3098,25,6,81.149,24327723
3099,31,6,92.201,27641139
3100,6,3,594018066.109,178082136135207
3101,18,3,594018077.045,178082139413884
3102,9,3,594018077.191,178082139457613
3103,16,3,594018066.266,178082136182172
3104,15,3,594018072.078,178082137924648
3105,5,3,594018071.687,178082137807582
3106,17,3,594018074.804,178082138741811
3107,7,3,594018075.23,178082138869531
3108,4,1,81.258,24360398
3109,5,1,78.369,23494419
3110,7,1,69.476,20828519
3111,8,1,74.04,22196519
3112,9,1,72.516,21739661
3113,11,1,81.693,24490857
3114,13,1,82.667,24782884
3115,23,1,78.878,23646924
3116,27,1,80.258,24060817
3117,28,1,72.309,21677679
3118,30,1,70.649,21180038
3119,2,6,93.94,28162440
3120,3,6,83.333,24982504
3121,5,6,79.513,23837264
3122,9,6,82.791,24820069
3123,12,6,87.306,26173734
3124,24,6,73.913,22158686
3125,25,6,81.148,24327514
3126,31,6,92.202,27641592
3127,6,3,594018066.109,178082136135223
3128,18,3,594018077.043,178082139413221
3129,9,3,594018077.19,178082139457111
3130,16,3,594018066.266,178082136182171
3131,15,3,594018072.079,178082137925121
3132,5,3,594018071.69,178082137808315
3133,17,3,594018074.803,178082138741594
3134,7,3,594018075.228,178082138868894
3135,4,1,81.26,24361089
3136,5,1,78.369,23494482
3137,7,1,69.476,20828527
3138,8,1,74.04,22196645
3139,9,1,72.517,21740186
3140,11,1,81.691,24490436
3141,13,1,82.665,24782236
3142,23,1,78.88,23647584
3143,27,1,80.26,24061280
3144,28,1,72.308,21677259
3145,30,1,70.648,21179745
3146,2,6,93.938,28162003
3147,3,6,83.332,24982217
3148,5,6,79.513,23837484
3149,9,6,82.793,24820638
3150,12,6,87.305,26173324
3151,24,6,73.914,22158914
3152,25,6,81.147,24327319
3153,31,6,92.204,27642041
3154,6,3,594018066.109,178082136135272
3155,18,3,594018077.041,178082139412585
3156,9,3,594018077.188,178082139456625
3157,16,3,594018066.266,178082136182178
3158,15,3,594018072.081,178082137925586
3159,5,3,594018071.692,178082137809093
3160,17,3,594018074.802,178082138741383
3161,7,3,594018075.225,178082138868239
3162,4,1,81.262,24361760
3163,5,1,78.369,23494521
3164,7,1,69.477,20828546
3165,8,1,74.04,22196779
3166,9,1,72.519,21740703
3167,11,1,81.69,24489998
3168,13,1,82.662,24781531
3169,23,1,78.882,23648239
3170,27,1,80.261,24061749
3171,28,1,72.306,21676815
3172,30,1,70.647,21179513
3173,2,6,93.937,28161572
3174,3,6,83.331,24981927
3175,5,6,79.514,23837743
3176,9,6,82.795,24821198
3177,12,6,87.303,26172908
3178,24,6,73.915,22159154
3179,25,6,81.147,24327120
3180,31,6,92.205,27642497
3181,6,3,594018066.109,178082136135251
3182,18,3,594018077.039,178082139411908
3183,9,3,594018077.186,178082139456142
3184,16,3,594018066.265,178082136182135
3185,15,3,594018072.083,178082137926067
3186,5,3,594018071.695,178082137809814
3187,17,3,594018074.801,178082138741159
3188,7,3,594018075.223,178082138867598
3189,4,1,81.264,24362437
3190,5,1,78.369,23494578
3191,7,1,69.477,20828556
3192,8,1,74.041,22196908
3193,9,1,72.521,21741230
3194,11,1,81.688,24489570
3195,13,1,82.66,24780883
3196,23,1,78.884,23648896
3197,27,1,80.263,24062209
3198,28,1,72.305,21676387
3199,30,1,70.646,21179208
3200,2,6,93.935,28161115
3201,3,6,83.33,24981632
3202,5,6,79.515,23837996
3203,9,6,82.797,24821774
3204,12,6,87.302,26172494
3205,24,6,73.916,22159380
3206,25,6,81.146,24326912
3207,31,6,92.207,27642946
3208,6,3,594018066.109,178082136135271
3209,18,3,594018077.037,178082139411238
3210,9,3,594018077.185,178082139455645
3211,16,3,594018066.265,178082136182134
3212,15,3,594018072.084,178082137926572
3213,5,3,594018071.697,178082137810564
3214,17,3,594018074.801,178082138740943
3215,7,3,594018075.221,178082138866945
3216,4,1,81.267,24363110
3217,5,1,78.37,23494624
3218,7,1,69.477,20828560
3219,8,1,74.041,22197041
3220,9,1,72.523,21741751
3221,11,1,81.687,24489139
3222,13,1,82.658,24780192
3223,23,1,78.886,23649555
3224,27,1,80.264,24062670
3225,28,1,72.303,21675970
3226,30,1,70.645,21178936
3227,2,6,93.934,28160695
3228,3,6,83.329,24981343
3229,5,6,79.516,23838204
3230,9,6,82.798,24822342
3231,12,6,87.301,26172089
3232,24,6,73.917,22159614
3233,25,6,81.145,24326717
3234,31,6,92.208,27643398
3235,6,3,594018066.109,178082136135330
3236,18,3,594018077.034,178082139410574
3237,9,3,594018077.183,178082139455127
3238,16,3,594018066.265,178082136182123
3239,15,3,594018072.086,178082137927021
3240,5,3,594018071.7,178082137811326
3241,17,3,594018074.8,178082138740736
3242,7,3,594018075.219,178082138866305
3243,4,1,81.269,24363790
3244,5,1,78.37,23494685
3245,7,1,69.477,20828559
3246,8,1,74.042,22197171
3247,9,1,72.524,21742274
3248,11,1,81.686,24488707
3249,13,1,82.656,24779513
3250,23,1,78.889,23650219
3251,27,1,80.266,24063134
3252,28,1,72.302,21675558
3253,30,1,70.644,21178671
3254,2,6,93.933,28160259
3255,3,6,83.328,24981076
3256,5,6,79.517,23838468
3257,9,6,82.8,24822913
3258,12,6,87.299,26171675
3259,24,6,73.917,22159838
3260,25,6,81.145,24326518
3261,31,6,92.21,27643849
3262,6,3,594018066.109,178082136135328
3263,18,3,594018077.032,178082139409909
3264,9,3,594018077.182,178082139454685
3265,16,3,594018066.265,178082136182088
3266,15,3,594018072.087,178082137927492
3267,5,3,594018071.702,178082137812080
3268,17,3,594018074.799,178082138740516
3269,7,3,594018075.217,178082138865685
3270,4,1,81.271,24364464
3271,5,1,78.37,23494728
3272,7,1,69.477,20828545
3273,8,1,74.042,22197297
3274,9,1,72.526,21742799
3275,11,1,81.684,24488275
3276,13,1,82.653,24778835
3277,23,1,78.891,23650872
3278,27,1,80.268,24063601
3279,28,1,72.3,21675141
3280,30,1,70.644,21178401
3281,2,6,93.931,28159809
3282,3,6,83.327,24980782
3283,5,6,79.517,23838688
3284,9,6,82.802,24823475
3285,12,6,87.298,26171263
3286,24,6,73.918,22160070
3287,25,6,81.144,24326315
3288,31,6,92.211,27644298
3289,6,3,594018066.109,178082136135341
3290,18,3,594018077.03,178082139409256
3291,9,3,594018077.18,178082139454161
3292,16,3,594018066.265,178082136182105
3293,15,3,594018072.089,178082137927962
3294,5,3,594018071.705,178082137812813
3295,17,3,594018074.799,178082138740295
3296,7,3,594018075.215,178082138865055
3297,4,1,81.273,24365148
3298,5,1,78.37,23494782
3299,7,1,69.477,20828568
3300,8,1,74.043,22197425
3301,9,1,72.528,21743324
3302,11,1,81.683,24487844
3303,13,1,82.651,24778167
3304,23,1,78.893,23651530
3305,27,1,80.269,24064059
3306,28,1,72.299,21674709
3307,30,1,70.643,21178133
3308,2,6,93.93,28159384
3309,3,6,83.326,24980509
3310,5,6,79.518,23838931
3311,9,6,82.804,24824052
3312,12,6,87.297,26170853
3313,24,6,73.919,22160302
3314,25,6,81.143,24326114
3315,31,6,92.213,27644749
3316,6,3,594018066.109,178082136135340
3317,18,3,594018077.028,178082139408596
3318,9,3,594018077.178,178082139453686
3319,16,3,594018066.266,178082136182154
3320,15,3,594018072.091,178082137928443
3321,5,3,594018071.707,178082137813572
3322,17,3,594018074.798,178082138740085
3323,7,3,594018075.213,178082138864397
3324,4,1,81.276,24365818
3325,5,1,78.37,23494861
3326,7,1,69.477,20828569
3327,8,1,74.043,22197559
3328,9,1,72.53,21743850
3329,11,1,81.681,24487413
3330,13,1,82.649,24777489
3331,23,1,78.895,23652191
3332,27,1,80.271,24064524
3333,28,1,72.298,21674302
3334,30,1,70.642,21177861
3335,2,6,93.928,28158938
3336,3,6,83.325,24980187
3337,5,6,79.519,23839164
3338,9,6,82.806,24824618
3339,12,6,87.295,26170442
3340,24,6,73.92,22160532
3341,25,6,81.143,24325939
3342,31,6,92.214,27645202
3343,6,3,594018066.109,178082136135351
3344,18,3,594018077.026,178082139407919
3345,9,3,594018077.176,178082139453136
3346,16,3,594018066.265,178082136182116
3347,15,3,594018072.092,178082137928920
3348,5,3,594018071.71,178082137814315
3349,17,3,594018074.797,178082138739869
3350,7,3,594018075.21,178082138863722
3351,4,1,81.278,24366499
3352,5,1,78.371,23494893
3353,7,1,69.477,20828593
3354,8,1,74.044,22197686
3355,9,1,72.531,21744358
3356,11,1,81.68,24486983
3357,13,1,82.647,24776815
3358,23,1,78.897,23652843
3359,27,1,80.272,24064987
3360,28,1,72.296,21673909
3361,30,1,70.641,21177616
3362,2,6,93.927,28158500
3363,3,6,83.324,24979896
3364,5,6,79.52,23839410
3365,9,6,82.808,24825183
3366,12,6,87.294,26170026
3367,24,6,73.92,22160757
3368,25,6,81.142,24325711
3369,31,6,92.216,27645651
3370,6,3,594018066.109,178082136135354
3371,18,3,594018077.023,178082139407265
3372,9,3,594018077.175,178082139452675
3373,16,3,594018066.265,178082136182116
3374,15,3,594018072.094,178082137929388
3375,5,3,594018071.712,178082137815063
3376,17,3,594018074.796,178082138739649
3377,7,3,594018075.208,178082138863083
3378,4,1,81.28,24367201
3379,5,1,78.371,23494936
3380,7,1,69.477,20828583
3381,8,1,74.044,22197817
3382,9,1,72.533,21744888
3383,11,1,81.678,24486550
3384,13,1,82.644,24776159
3385,23,1,78.9,23653502
3386,27,1,80.274,24065446
3387,28,1,72.295,21673469
3388,30,1,70.64,21177314
3389,2,6,93.925,28158057
3390,3,6,83.323,24979603
3391,5,6,79.52,23839635
3392,9,6,82.81,24825750
3393,12,6,87.292,26169616
3394,24,6,73.921,22160993
3395,25,6,81.141,24325510
3396,31,6,92.217,27646101
3397,6,3,594018066.11,178082136135400
3398,18,3,594018077.021,178082139406599
3399,9,3,594018077.173,178082139452192
3400,16,3,594018066.265,178082136182123
3401,15,3,594018072.095,178082137929862
3402,5,3,594018071.715,178082137815802
3403,17,3,594018074.796,178082138739442
3404,7,3,594018075.206,178082138862429
3405,4,1,81.282,24367849
3406,5,1,78.371,23494987
3407,7,1,69.477,20828581
3408,8,1,74.044,22197947
3409,9,1,72.535,21745410
3410,11,1,81.677,24486119
3411,13,1,82.642,24775469
3412,23,1,78.902,23654163
3413,27,1,80.275,24065908
3414,28,1,72.293,21673025
3415,30,1,70.639,21177039
3416,2,6,93.924,28157624
3417,3,6,83.322,24979317
3418,5,6,79.521,23839908
3419,9,6,82.812,24826316
3420,12,6,87.291,26169207
3421,24,6,73.922,22161215
3422,25,6,81.14,24325306
3423,31,6,92.219,27646551
3424,6,3,594018066.109,178082136135367
3425,18,3,594018077.019,178082139405937
3426,9,3,594018077.171,178082139451665
3427,16,3,594018066.265,178082136182120
3428,15,3,594018072.097,178082137930347
3429,5,3,594018071.717,178082137816575
3430,17,3,594018074.795,178082138739220
3431,7,3,594018075.204,178082138861799
3432,4,1,81.285,24368520
3433,5,1,78.371,23495030
3434,7,1,69.477,20828568
3435,8,1,74.045,22198077
3436,9,1,72.537,21745930
3437,11,1,81.675,24485687
3438,13,1,82.64,24774798
3439,23,1,78.904,23654821
3440,27,1,80.277,24066370
3441,28,1,72.292,21672597
3442,30,1,70.638,21176763
3443,2,6,93.922,28157189
3444,3,6,83.321,24979028
3445,5,6,79.522,23840118
3446,9,6,82.814,24826882
3447,12,6,87.29,26168793
3448,24,6,73.923,22161454
3449,25,6,81.14,24325108
3450,31,6,92.22,27647002
3451,6,3,594018066.11,178082136135383
3452,18,3,594018077.017,178082139405265
3453,9,3,594018077.17,178082139451182
3454,16,3,594018066.266,178082136182158
3455,15,3,594018072.098,178082137930823
3456,5,3,594018071.72,178082137817298
3457,17,3,594018074.794,178082138738999
3458,7,3,594018075.202,178082138861157
3459,4,1,81.287,24369188
3460,5,1,78.371,23495095
3461,7,1,69.477,20828592
3462,8,1,74.045,22198211
3463,9,1,72.538,21746456
3464,11,1,81.674,24485256
3465,13,1,82.638,24774128
3466,23,1,78.906,23655474
3467,27,1,80.278,24066845
3468,28,1,72.291,21672188
3469,30,1,70.637,21176513
3470,2,6,93.921,28156744
3471,3,6,83.32,24978751
3472,5,6,79.523,23840362
3473,9,6,82.815,24827460
3474,12,6,87.288,26168381
3475,24,6,73.923,22161677
3476,25,6,81.139,24324912
3477,31,6,92.222,27647452
3478,6,3,594018066.11,178082136135433
3479,18,3,594018077.014,178082139404595
3480,9,3,594018077.168,178082139450701
3481,16,3,594018066.265,178082136182122
3482,15,3,594018072.1,178082137931273
3483,5,3,594018071.722,178082137818068
3484,17,3,594018074.794,178082138738783
3485,7,3,594018075.2,178082138860513
3486,4,1,81.289,24369884
3487,5,1,78.371,23495139
3488,7,1,69.477,20828572
3489,8,1,74.046,22198334
3490,9,1,72.54,21746978
3491,11,1,81.673,24484826
3492,13,1,82.635,24773442
3493,23,1,78.908,23656129
3494,27,1,80.28,24067298
3495,28,1,72.289,21671774
3496,30,1,70.636,21176222
3497,2,6,93.919,28156316
3498,3,6,83.319,24978453
3499,5,6,79.524,23840617
3500,9,6,82.817,24828038
3501,12,6,87.287,26167969
3502,24,6,73.924,22161913
3503,25,6,81.138,24324700
3504,31,6,92.223,27647901
